country_name,country_text_id,country_id,year,v2x_polyarchy,v2x_regime,e_boix_regime,e_polity2,e_regionpol,e_regionpol_6C,dir_crim,ind_crim,gmc,gmcpr,gmcphys,gmcpsych,gmcdiv,nb3g,adp_general,adp_constitution,adp_employment,adp_education,adp_healthcare,adp_housing,trip_score,trip_percent,wb_gdppc,lgdppc_wb,religiosity_percent,relpc_rcs,chrpc_rcs,muspc_rcs,nrepc_rcs,lgb_legal,lgb_const,lgb_broad,lgb_employ,lgb_hatecrime,lgb_incitement,lgb_banconv,lgb_marriage,lgb_unions,lgb_jointadoption,lgb_secondparentadoption,lgb_score,lgb_percent,no_dircrim,no_indcrim,nophys,nopsych,nodiv
Mexico,MEX,3.0,1999.0,0.605,Electoral Democracy,0.0,6.0,Latin America,L. American and the Caribbean,,,,,,,,,,,,,,,,,6230.69557144429,8.737244,0.9632,0.91575676,0.8708873,0.0009489841,0.031155035,,,,,,,,,,,,,,,,,,
Mexico,MEX,3.0,2000.0,0.667,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,7232.878808682784,8.886393,0.9622499942779541,0.91224104,0.866503,0.0009370234,0.031947635,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2001.0,0.684,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,7613.176932157214,8.937635,0.9613249897956848,0.91562676,0.86892563,0.00093705254,0.032918494,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2002.0,0.694,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,7650.898849674189,8.942578,0.9603999853134155,0.91949517,0.87171006,0.00093709305,0.034010235,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2003.0,0.702,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,7120.384770194404,8.870717,0.959475040435791,0.9238651,0.8748874,0.0009371225,0.035210494,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2004.0,0.71,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,7525.46523432127,8.926048,0.9585500359535217,0.92874247,0.8784806,0.00093716907,0.0365024,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2005.0,0.71,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,8321.853492887058,9.02664,0.9576249718666077,0.9341373,0.8825138,0.0009371921,0.037871815,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2006.0,0.675,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,9125.42262440559,9.118819,0.9566999673843384,0.9401062,0.8870506,0.00093723775,0.039311666,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2007.0,0.644,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,9719.92045203482,9.181932,0.9557750225067139,0.946652,0.8920955,0.000937278,0.04082034,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2008.0,0.643,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,10119.836211176766,9.222253,0.9548500180244446,0.9538054,0.8976815,0.00093731267,0.042395364,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2009.0,0.641,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,8104.907579076865,9.000225,0.9539250135421753,0.96160054,0.9038433,0.00093735114,0.044036493,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2010.0,0.649,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,9399.970907792553,9.148462,0.953000009059906,0.9700009,0.91054446,0.0009373855,0.045743536,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2011.0,0.647,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,10341.521048497483,9.243922,0.9519999623298645,0.97811073,0.91741073,0.00093743816,0.047116455,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2012.0,0.645,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,10376.057666442344,9.247256,0.9509999752044678,0.9871104,0.9248094,0.0009375121,0.04884686,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2013.0,0.618,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,10865.680201721792,9.293365,0.949999988079071,0.99634916,0.9323755,0.00093756185,0.050649162,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2014.0,0.618,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,11076.092451101342,9.312544,0.9490000009536743,1.0,0.9342883,0.00093761785,0.05251659,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
Mexico,MEX,3.0,2015.0,0.636,Electoral Democracy,1.0,8.0,Latin America,L. American and the Caribbean,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307978868484,9753.380048238614,9.1853695,0.9480000138282776,1.0,0.9324915,0.00093688077,0.05444374,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
